Category,City,Country/Region,Customer Name,Date String,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Selected State,Ship Date,Ship Mode,Size,State,State Name,State Set,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,Aurora,United States,Lena Cacioppo,2019-11-01,Deflect-o,2019/11/13,US-2019-156867,80013,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",West,Consumer,伪,2019/11/17,Standard Class,伪,Colorado,Other (median),3,Furnishings,0.2,-3.838500000,3,$102
Office Supplies,Aurora,United States,Lena Cacioppo,2019-11-01,Avery,2019/11/13,US-2019-156867,80013,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,Consumer,伪,2019/11/17,Standard Class,伪,Colorado,Other (median),3,Binders,0.7,-25.8174,3,$37
Technology,Charlotte,United States,Janet Martin,2021-11-01,Memorex,2021/11/23,CA-2021-119004,28205,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,South,Consumer,伪,2021/11/28,Standard Class,伪,North Carolina,Other (median),3,Accessories,0.2,17.6016,8,$74
Technology,Charlotte,United States,Janet Martin,2021-11-01,Other,2021/11/23,CA-2021-119004,28205,Speck Products Candyshell Flip Case,South,Consumer,伪,2021/11/28,Standard Class,伪,North Carolina,Other (median),3,Phones,0.2,2.0994,1,$28
Office Supplies,Charlotte,United States,Janet Martin,2021-11-01,Newell,2021/11/23,CA-2021-119004,28205,Newell Chalk Holder,South,Consumer,伪,2021/11/28,Standard Class,伪,North Carolina,Other (median),3,Art,0.2,1.0738,1,$3
Technology,Orland Park,United States,Pete Armstrong,2019-10-01,Logitech,2019/10/15,CA-2019-129476,60462,Logitech Gaming G510s - Keyboard,Central,Home Office,伪,2019/10/20,Standard Class,伪,Illinois,Other (median),3,Accessories,0.2,67.992,5,$340
Furniture,New York City,United States,Cynthia Voltz,2021-12-01,Other,2021/12/25,CA-2021-146780,10035,Magnifier Swing Arm Lamp,East,Corporate,伪,2021/12/30,Standard Class,伪,New York,Other (median),3,Furnishings,0,10.9096,2,$42
Office Supplies,Urbandale,United States,Clay Ludtke,2020-11-01,Hunt,2020/11/3,CA-2020-128867,50322,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Consumer,伪,2020/11/10,Standard Class,伪,Iowa,Other (median),3,Art,0,22.788,2,$76
Office Supplies,Urbandale,United States,Clay Ludtke,2020-11-01,Avery,2020/11/3,CA-2020-128867,50322,"Avery Durable Plastic 1"" Binders",Central,Consumer,伪,2020/11/10,Standard Class,伪,Iowa,Other (median),3,Binders,0,13.3476,6,$27
Office Supplies,Columbus,United States,Ryan Crowe,2018-08-01,Other,2018/8/25,CA-2018-115259,43229,"OIC Colored Binder Clips, Assorted Sizes",East,Consumer,伪,2018/8/27,Second Class,伪,Ohio,Other (median),3,Fasteners,0.2,14.5348,14,$40
Office Supplies,Columbus,United States,Ryan Crowe,2018-08-01,Other,2018/8/25,CA-2018-115259,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,Consumer,伪,2018/8/27,Second Class,伪,Ohio,Other (median),3,Envelopes,0.2,1.652,2,$5
Office Supplies,Columbus,United States,Ryan Crowe,2018-08-01,Xerox,2018/8/25,CA-2018-115259,43229,Xerox 1921,East,Consumer,伪,2018/8/27,Second Class,伪,Ohio,Other (median),3,Paper,0.2,7.4925,3,$24
Office Supplies,Columbus,United States,Ryan Crowe,2018-08-01,Tyvek,2018/8/25,CA-2018-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,Consumer,伪,2018/8/27,Second Class,伪,Ohio,Other (median),3,Envelopes,0.2,44.0316,6,$130
Furniture,Seattle,United States,Dave Kipp,2019-03-01,Hon,2019/3/2,CA-2019-110457,98103,Hon Racetrack Conference Tables,West,Consumer,伪,2019/3/6,Standard Class,伪,Washington,Other (median),3,Tables,0,165.3813,3,$788
Office Supplies,Bristol,United States,Greg Guthrie,2019-04-01,GBC,2019/4/5,US-2019-136476,37620,GBC DocuBind 300 Electric Binding Machine,South,Corporate,伪,2019/4/10,Standard Class,伪,Tennessee,Other (median),3,Binders,0.7,-115.7156,1,$158
Furniture,Wilmington,United States,Steven Cartwright,2020-06-01,Other,2020/6/12,CA-2020-103730,19805,Artistic Insta-Plaque,East,Consumer,伪,2020/6/15,First Class,伪,Delaware,Other (median),3,Furnishings,0,18.3456,3,$47
Office Supplies,Wilmington,United States,Steven Cartwright,2020-06-01,DXL,2020/6/12,CA-2020-103730,19805,DXL Angle-View Binders with Locking Rings by Samsill,East,Consumer,伪,2020/6/15,First Class,伪,Delaware,Other (median),3,Binders,0,13.878,4,$31
Office Supplies,Wilmington,United States,Steven Cartwright,2020-06-01,Other,2020/6/12,CA-2020-103730,19805,"Companion Letter/Legal File, Black",East,Consumer,伪,2020/6/15,First Class,伪,Delaware,Other (median),3,Storage,0,63.4368,6,$227
Office Supplies,Wilmington,United States,Steven Cartwright,2020-06-01,Global,2020/6/12,CA-2020-103730,19805,Globe Weis Peel & Seel First Class Envelopes,East,Consumer,伪,2020/6/15,First Class,伪,Delaware,Other (median),3,Envelopes,0,51.759,9,$115
Technology,Wilmington,United States,Steven Cartwright,2020-06-01,Other,2020/6/12,CA-2020-103730,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,Consumer,伪,2020/6/15,First Class,伪,Delaware,Other (median),3,Phones,0,19.7316,7,$68
Furniture,Houston,United States,Alan Dominguez,2018-12-01,Global,2018/12/26,US-2018-152030,77041,Global Deluxe High-Back Manager's Chair,Central,Home Office,真,2018/12/28,Second Class,真,Texas,Texas,1,Chairs,0.3,-8.579400000,3,$601
Furniture,Bloomington,United States,Philip Fox,2018-09-01,Bevis,2018/9/20,US-2018-134614,61701,Bevis 44 x 96 Conference Tables,Central,Consumer,伪,2018/9/25,Standard Class,伪,Illinois,Other (median),3,Tables,0.5,-407.682,6,$618
Office Supplies,Phoenix,United States,Troy Staebel,2021-11-01,Avery,2021/11/5,US-2021-107272,85023,"Avery Durable Slant Ring Binders, No Labels",West,Consumer,伪,2021/11/12,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-1.8308,2,$2
Office Supplies,Phoenix,United States,Troy Staebel,2021-11-01,Other,2021/11/5,US-2021-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Consumer,伪,2021/11/12,Standard Class,伪,Arizona,Other (median),3,Storage,0.2,30.499,7,$244
Furniture,Los Angeles,United States,Lindsay Shagiari,2020-11-01,Global,2020/11/6,US-2020-125969,90004,"Global Task Chair, Black",West,Home Office,伪,2020/11/10,Second Class,伪,California,Other (median),3,Chairs,0.2,-9.1602,2,$81
Furniture,Los Angeles,United States,Lindsay Shagiari,2020-11-01,Eldon,2020/11/6,US-2020-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,Home Office,伪,2020/11/10,Second Class,伪,California,Other (median),3,Furnishings,0,26.2416,3,$239
Technology,Columbus,United States,Dorothy Wardle,2021-02-01,Anker,2021/2/2,US-2021-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,伪,2021/2/5,First Class,伪,Ohio,Other (median),3,Phones,0.4,-11.994,5,$60
Office Supplies,Columbus,United States,Dorothy Wardle,2021-02-01,Xerox,2021/2/2,US-2021-164147,43229,Xerox 1916,East,Corporate,伪,2021/2/5,First Class,伪,Ohio,Other (median),3,Paper,0.2,29.364,2,$78
Office Supplies,Columbus,United States,Dorothy Wardle,2021-02-01,Other,2021/2/2,US-2021-164147,43229,Staples,East,Corporate,伪,2021/2/5,First Class,伪,Ohio,Other (median),3,Fasteners,0.2,6.9732,9,$21
Office Supplies,Roseville,United States,Lena Creighton,2020-10-01,Xerox,2020/10/13,CA-2020-145583,95661,Xerox 195,West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Paper,0,9.6192,3,$20
Office Supplies,Roseville,United States,Lena Creighton,2020-10-01,Xerox,2020/10/13,CA-2020-145583,95661,Xerox 1880,West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Paper,0,16.6568,1,$35
Office Supplies,Roseville,United States,Lena Creighton,2020-10-01,Sanford,2020/10/13,CA-2020-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Art,0,3.456,4,$12
Office Supplies,Roseville,United States,Lena Creighton,2020-10-01,Other,2020/10/13,CA-2020-145583,95661,Ideal Clamps,West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Fasteners,0,1.9698,2,$4
Office Supplies,Roseville,United States,Lena Creighton,2020-10-01,GBC,2020/10/13,CA-2020-145583,95661,GBC Wire Binding Strips,West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Binders,0.2,26.6616,3,$76
Office Supplies,Roseville,United States,Lena Creighton,2020-10-01,Fiskars,2020/10/13,CA-2020-145583,95661,Fiskars Softgrip Scissors,West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Supplies,0,18.4464,6,$66
Furniture,Roseville,United States,Lena Creighton,2020-10-01,Other,2020/10/13,CA-2020-145583,95661,Longer-Life Soft White Bulbs,West,Consumer,伪,2020/10/19,Standard Class,伪,California,Other (median),3,Furnishings,0,20.6976,14,$43
Furniture,Philadelphia,United States,Jonathan Doherty,2020-09-01,Howard Miller,2020/9/5,CA-2020-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Corporate,伪,2020/9/7,Second Class,伪,Pennsylvania,Other (median),3,Furnishings,0.2,10.35,2,$83
Office Supplies,San Francisco,United States,Sally Hughsby,2021-09-01,Newell,2021/9/18,CA-2021-106180,94122,Newell 343,West,Corporate,伪,2021/9/23,Standard Class,伪,California,Other (median),3,Art,0,2.3814,3,$9
Office Supplies,San Francisco,United States,Sally Hughsby,2021-09-01,Other,2021/9/18,CA-2021-106180,94122,Convenience Packs of Business Envelopes,West,Corporate,伪,2021/9/23,Standard Class,伪,California,Other (median),3,Envelopes,0,5.1042,3,$11
Office Supplies,San Francisco,United States,Sally Hughsby,2021-09-01,Xerox,2021/9/18,CA-2021-106180,94122,Xerox 1911,West,Corporate,伪,2021/9/23,Standard Class,伪,California,Other (median),3,Paper,0,68.976,3,$144
Office Supplies,Independence,United States,Sandra Glassco,2021-12-01,Sanyo,2021/12/22,CA-2021-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,Consumer,伪,2021/12/27,Standard Class,伪,Missouri,Missouri,2,Appliances,0,218.2518,3,$839
Office Supplies,Pasadena,United States,Helen Andreada,2019-09-01,SAFCO,2019/9/7,CA-2019-110744,91104,Safco Industrial Wire Shelving,West,Consumer,伪,2019/9/12,Standard Class,伪,California,Other (median),3,Storage,0,20.1579,7,$672
Furniture,Newark,United States,Maureen Gastineau,2018-10-01,Seth Thomas,2018/10/22,CA-2018-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",East,Home Office,伪,2018/10/28,Standard Class,伪,Ohio,Other (median),3,Furnishings,0.2,12.9096,4,$94
Technology,Franklin,United States,Justin Ellison,2020-12-01,Plantronics,2020/12/5,CA-2020-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Corporate,伪,2020/12/9,Standard Class,伪,Wisconsin,Wisconsin,2,Phones,0,103.8015,11,$384
Technology,Franklin,United States,Justin Ellison,2020-12-01,Anker,2020/12/5,CA-2020-114489,53132,Anker Astro 15000mAh USB Portable Charger,Central,Corporate,伪,2020/12/9,Standard Class,伪,Wisconsin,Wisconsin,2,Phones,0,5.998800000,3,$150
Furniture,Franklin,United States,Justin Ellison,2020-12-01,Hon,2020/12/5,CA-2020-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporate,伪,2020/12/9,Standard Class,伪,Wisconsin,Wisconsin,2,Chairs,0,585.552,8,"$1,952"
Office Supplies,Franklin,United States,Justin Ellison,2020-12-01,GBC,2020/12/5,CA-2020-114489,53132,GBC Prestige Therm-A-Bind Covers,Central,Corporate,伪,2020/12/9,Standard Class,伪,Wisconsin,Wisconsin,2,Binders,0,80.6285,5,$172
Office Supplies,Scottsdale,United States,Tamara Willingham,2020-03-01,Belkin,2020/3/13,CA-2020-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,伪,2020/3/16,First Class,伪,Arizona,Other (median),3,Appliances,0.2,17.766,5,$158
Technology,Scottsdale,United States,Tamara Willingham,2020-03-01,Jabra,2020/3/13,CA-2020-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,伪,2020/3/16,First Class,伪,Arizona,Other (median),3,Phones,0.2,15.2388,2,$203
Office Supplies,San Jose,United States,Stephanie Phelps,2019-05-01,Southworth,2019/5/31,CA-2019-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,Corporate,伪,2019/6/2,First Class,伪,California,Other (median),3,Paper,0,26.271,7,$58
Office Supplies,San Jose,United States,Stephanie Phelps,2019-05-01,Xerox,2019/5/31,CA-2019-124919,95123,Xerox 1883,West,Corporate,伪,2019/6/2,First Class,伪,California,Other (median),3,Paper,0,48.5392,4,$106
Office Supplies,San Jose,United States,Stephanie Phelps,2019-05-01,Tenex,2019/5/31,CA-2019-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",West,Corporate,伪,2019/6/2,First Class,伪,California,Other (median),3,Storage,0,21.0288,6,$81
Office Supplies,Seattle,United States,Neil Knudson,2019-05-01,Newell,2019/5/28,CA-2019-118948,98105,Newell 311,West,Home Office,伪,2019/6/3,Standard Class,伪,Washington,Other (median),3,Art,0,1.7901,3,$7
Furniture,Seattle,United States,Dave Brooks,2018-03-01,Global,2018/3/1,CA-2018-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,伪,2018/3/6,Second Class,伪,Washington,Other (median),3,Chairs,0.2,51.476400000,2,$458
Office Supplies,Edmond,United States,Nora Paige,2020-11-01,Avery,2020/11/20,CA-2020-114104,73034,Avery 519,Central,Consumer,伪,2020/11/24,Standard Class,伪,Oklahoma,Oklahoma,2,Labels,0,6.8714,2,$15
Technology,Edmond,United States,Nora Paige,2020-11-01,Avaya,2020/11/20,CA-2020-114104,73034,Avaya 5420 Digital phone,Central,Consumer,伪,2020/11/24,Standard Class,伪,Oklahoma,Oklahoma,2,Phones,0,236.2325,7,$945
Office Supplies,Los Angeles,United States,Ted Trevino,2020-05-01,Xerox,2020/5/11,CA-2020-162733,90045,Xerox 1920,West,Consumer,伪,2020/5/12,First Class,伪,California,Other (median),3,Paper,0,2.691,1,$6
Technology,Philadelphia,United States,Eric Murdock,2019-12-01,Other,2019/12/28,CA-2019-119697,19134,Lenovo 17-Key USB Numeric Keypad,East,Consumer,伪,2019/12/31,Second Class,伪,Pennsylvania,Other (median),3,Accessories,0.2,1.3596,2,$54
Office Supplies,Carlsbad,United States,Ruben Dartt,2020-11-01,Staple envelope,2020/11/16,CA-2020-154508,88220,Staple envelope,West,Consumer,伪,2020/11/20,Standard Class,伪,New Mexico,Other (median),3,Envelopes,0,13.348,5,$28
Office Supplies,Seattle,United States,Max Jones,2020-11-01,Wilson Jones,2020/11/7,CA-2020-113817,98115,Wilson Jones International Size A4 Ring Binders,West,Consumer,伪,2020/11/11,Standard Class,伪,Washington,Other (median),3,Binders,0.2,9.688,2,$28
Office Supplies,San Antonio,United States,Becky Martin,2018-09-01,BIC,2018/9/8,CA-2018-139892,78207,BIC Brite Liner Highlighters,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Art,0.2,2.7324,3,$10
Technology,San Antonio,United States,Becky Martin,2018-09-01,Other,2018/9/8,CA-2018-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Machines,0.4,-1359.992,8,"$8,160"
Office Supplies,San Antonio,United States,Becky Martin,2018-09-01,Space Solutions,2018/9/8,CA-2018-139892,78207,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Storage,0.2,-58.6347,3,$276
Furniture,San Antonio,United States,Becky Martin,2018-09-01,SAFCO,2018/9/8,CA-2018-139892,78207,SAFCO Arco Folding Chair,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Chairs,0.3,-24.858000000,9,"$1,740"
Office Supplies,San Antonio,United States,Becky Martin,2018-09-01,Sanford,2018/9/8,CA-2018-139892,78207,Sanford Liquid Accent Highlighters,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Art,0.2,6.8136,6,$32
Office Supplies,San Antonio,United States,Becky Martin,2018-09-01,Kensington,2018/9/8,CA-2018-139892,78207,Kensington 7 Outlet MasterPiece Power Center,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Appliances,0.8,-453.849,5,$178
Technology,San Antonio,United States,Becky Martin,2018-09-01,Other,2018/9/8,CA-2018-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,真,2018/9/12,Standard Class,真,Texas,Texas,1,Phones,0.2,8.998500000,3,$144
Office Supplies,Los Angeles,United States,Chad Sievert,2018-08-01,Adams,2018/8/5,CA-2018-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,Consumer,伪,2018/8/9,Standard Class,伪,California,Other (median),3,Paper,0,9.8418,3,$21
Office Supplies,Los Angeles,United States,Chad Sievert,2018-08-01,Xerox,2018/8/5,CA-2018-118962,90004,Xerox 1913,West,Consumer,伪,2018/8/9,Standard Class,伪,California,Other (median),3,Paper,0,53.2608,2,$111
Furniture,Los Angeles,United States,Chad Sievert,2018-08-01,Global,2018/8/5,CA-2018-118962,90004,"Global Value Steno Chair, Gray",West,Consumer,伪,2018/8/9,Standard Class,伪,California,Other (median),3,Chairs,0.2,21.259,7,$340
Office Supplies,Chicago,United States,Jennifer Braxton,2018-09-01,Kensington,2018/9/14,US-2018-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,Corporate,伪,2018/9/19,Standard Class,伪,Illinois,Other (median),3,Appliances,0.8,-131.12,2,$52
Office Supplies,Chicago,United States,Jennifer Braxton,2018-09-01,Avery,2018/9/14,US-2018-100853,60623,Avery 51,Central,Corporate,伪,2018/9/19,Standard Class,伪,Illinois,Other (median),3,Labels,0.2,6.552,4,$20
Office Supplies,Houston,United States,Shirley Jackson,2021-04-01,Acco,2021/4/21,US-2021-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Consumer,真,2021/4/25,Second Class,真,Texas,Texas,1,Appliances,0.8,-243.16,4,$97
Furniture,Newark,United States,Joel Eaton,2019-11-01,Other,2019/11/21,US-2019-101511,43055,"Padded Folding Chairs, Black, 4/Carton",East,Consumer,伪,2019/11/23,Second Class,伪,Ohio,Other (median),3,Chairs,0.3,-11.337200000,7,$397
Office Supplies,Newark,United States,Joel Eaton,2019-11-01,Acme,2019/11/21,US-2019-101511,43055,Acme Rosewood Handle Letter Opener,East,Consumer,伪,2019/11/23,Second Class,伪,Ohio,Other (median),3,Supplies,0.2,-3.7715,5,$16
Office Supplies,New York City,United States,Jim Kriz,2019-12-01,Sanford,2019/12/15,CA-2019-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,Home Office,伪,2019/12/19,Standard Class,伪,New York,Other (median),3,Art,0,1.4104,1,$3
Office Supplies,Decatur,United States,David Kendrick,2018-12-01,Tenex,2018/12/5,CA-2018-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,伪,2018/12/9,Second Class,伪,Illinois,Other (median),3,Storage,0.2,1.8612,2,$25
Technology,Decatur,United States,David Kendrick,2018-12-01,Imation,2018/12/5,CA-2018-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Corporate,伪,2018/12/9,Second Class,伪,Illinois,Other (median),3,Accessories,0.2,76.6395,7,$409
Technology,Monroe,United States,Robert Marley,2018-11-01,AT&T,2018/11/19,CA-2018-158274,71203,AT&T TR1909W,South,Home Office,伪,2018/11/24,Second Class,伪,Louisiana,Louisiana,2,Phones,0,131.0296,4,$504
Technology,Monroe,United States,Robert Marley,2018-11-01,Nokia,2018/11/19,CA-2018-158274,71203,Nokia Lumia 521 (T-Mobile),South,Home Office,伪,2018/11/24,Second Class,伪,Louisiana,Louisiana,2,Phones,0,41.986,5,$150
Technology,Monroe,United States,Robert Marley,2018-11-01,HP,2018/11/19,CA-2018-158274,71203,HP Standard 104 key PS/2 Keyboard,South,Home Office,伪,2018/11/24,Second Class,伪,Louisiana,Louisiana,2,Accessories,0,7.25,2,$29
Office Supplies,Fairfield,United States,Sally Knutson,2020-11-01,Avery,2020/11/28,CA-2020-105018,06824,Avery Poly Binder Pockets,East,Consumer,伪,2020/12/2,Standard Class,伪,Connecticut,Connecticut,2,Binders,0,3.4368,2,$7
